roll_no,name,Father_name,Mother_name,dob,gender,email,phone,address,school_name_10th,school_name_12th,marks_10th,marks_12th
22313063,Ayush Anne,Gautam Kumer,Aashi Chandra,2002-10-26,Female,sgolla@gmail.com,1522766786,"H.No. 68, Chaudhry Zila, Secunderabad 578540","651
Dixit Nagar
Warangal 164107","592, Tripathi Street, Malegaon-189964",92,97
22313064,Shravya Narayan,Finn Devan,Hemal Ganesh,2001-07-25,Female,eesha78@gmail.com,9029305426,"H.No. 671, Kale Chowk
North Dumdum-159397","08/022, Seth Marg
Mathura-822729","H.No. 678, Balan Marg
Mango-732512",75,94
22313065,Jagvi Gill,Dalbir Rajagopalan,Neelima Rana,2004-07-24,Female,vasanicholas@gmail.com,2033964971,"91/312
Padmanabhan Nagar, Ghaziabad 511694","H.No. 633, Kaul Road
Berhampore 198773","H.No. 11
Shroff Ganj, Etawah-751825",95,93
22313066,Atharv Kunda,Jagdish Dhingra,Tripti Singh,2005-02-08,Male,logan70@gmail.com,2512098543,"091
Badami Circle
Visakhapatnam-539875","12
Oza Zila, Saharsa-307008","93/61
Sachar Ganj
Nagaon 924019",74,69
22313067,Devika Chacko,Ekapad Karnik,Falguni Bhardwaj,2002-04-28,Male,avni11@gmail.com,5412889450,"40, Bobal
Ulhasnagar-936889","H.No. 020
Mannan Road, Sri Ganganagar 785406","609, Mistry Nagar
Cuttack 025780",69,72
22313068,Ojas Gera,Darpan Iyengar,Oviya Baral,2002-03-24,Male,ntripathi@gmail.com,5549711724,"21/781
Patil Road, Rewa-368428","33/724, Chada Marg, Haldia 571329","H.No. 25, Prakash Street
Lucknow 161916",95,66
22313069,Janani Padmanabhan,Kevin Gara,Aarini Krishna,2000-08-31,Female,xdevi@gmail.com,3254640161,"H.No. 713, Sankaran, Eluru 711447","H.No. 50
Madan Street, Tinsukia-493412","H.No. 413, Krishnamurthy, Meerut 305198",78,75
22313070,Chakradhar Dara,Ranbir Das,Sachi Sampath,2004-11-26,Male,zayanparmar@gmail.com,3396385912,"71
Deol Road, Ghaziabad 028310","23
Sanghvi Nagar, Kota 783104","14/104
Jani Chowk
Eluru 708410",86,85
22313071,Siddharth Sandal,Frado Kamdar,Nidhi Dua,2005-03-09,Male,pverma@gmail.com,6576225056,"36
Gara Chowk, Navi Mumbai 132578","04
Sur Road, Muzaffarnagar-082812","55/162, Pandey Nagar, Bally-953012",74,86
22313072,Megha Pandit,Orinder Narula,Bishakha Goel,2002-10-02,Male,gabrielchana@gmail.com,2361588831,"H.No. 277, Vasa Ganj
Vijayawada 904577","946, Nori Zila, Sasaram 500762","07/723, Sant Chowk, Hyderabad-567683",71,88
22313073,Vamakshi Lall,Alexander Ghose,Maya Sandal,2001-07-03,Male,jeet13@gmail.com,6269685114,"H.No. 831, Nadkarni Road
Thanjavur 373117","347
Sarma Path
Nellore-305425","11/37, Murty Road, Dehri 236512",85,73
22313074,Chatresh Koshy,Faraj Varughese,Amrita Bail,2000-01-28,Male,mchawla@gmail.com,2562222799,"67
Maharaj Path, Kurnool 889092","83/77
Kamdar Road
Ranchi 263273","H.No. 90, Badal Ganj
Thane 361716",78,62
22313075,Nicholas Jayaraman,Madhav Muni,Sudiksha Kade,2004-03-03,Male,vyadav@gmail.com,5025637185,"H.No. 30
Kale Zila, Jodhpur 402973","367
Hari Ganj
Malegaon 917045","H.No. 119, Modi Ganj, Ambattur 329241",72,61
22313076,Mekhala Devan,Praneel Khosla,Yashoda Gade,2002-10-06,Female,pallabhavya@gmail.com,3550281854,"H.No. 458, Bawa Road, Jalandhar-301158","H.No. 49, Datta Ganj, Parbhani-956839","830, Mangal
Ulhasnagar 940296",96,94
22313077,Manthan Tailor,Dhruv Ramanathan,Ganga Kapur,2003-06-29,Male,lpuri@gmail.com,7133434768,"80/607, Chahal, New Delhi-878552","54, Hari Path, Bharatpur 971614","H.No. 046, Muni Zila
Dehri 969081",97,62
22313078,Nachiket Patla,Rushil Goel,Hemani Chaudhari,2004-04-11,Male,utak@gmail.com,3493298867,"25/945, Lata Marg, Kolkata 593562","039
Sane Marg
Gorakhpur 553680","134, Prashad Marg
Junagadh 081455",84,83
22313079,Ekbal Tiwari,Sai Ranganathan,Waida Balay,1999-12-07,Female,harita75@gmail.com,5572501221,"64, Walia Path
Muzaffarnagar-041287","69/292
Pant Path, Dhanbad 738132","299
Gupta Zila, Katni-300441",60,96
22313080,Charvi Lal,Chakradev Chopra,Chanchal Sen,2004-04-19,Female,prakashgaurav@gmail.com,6816896118,"11/962, Warrior Path, Secunderabad 991605","44/98
Sura Circle, Phusro 122592","H.No. 828, Bala Path, Rajpur Sonarpur 355857",61,63
22313081,Osha Goel,Nicholas Balay,Janani Mall,2000-06-13,Female,girindragarg@gmail.com,8393230085,"46/487, Date Chowk
Chinsurah 354611","03
Prasad Road
Eluru-920028","H.No. 339, Kurian Path, Ramagundam-378319",97,68
22313082,Niharika Dixit,Arin Chahal,Bhanumati Arya,2001-03-03,Female,yadavideshmukh@gmail.com,4143521376,"07/476
Sarin Road
Thiruvananthapuram 751162","H.No. 76, Saran
Suryapet 896643","16, Dugal
Dhanbad 828981",81,68
22313083,Lekha Yogi,Maanav Contractor,Urvi Raj,2000-07-06,Female,rayaan73@gmail.com,3228069363,"H.No. 80, Dubey, Guna 642612","54/20
Ghosh Circle, Tezpur 302409","01/15, Dada Road
Jamalpur-481436",91,88
22313084,Dayita Gera,Ekansh Bath,Bhavna Deep,2001-11-08,Female,naikbaljiwan@gmail.com,3176611228,"41
Sachar Nagar
Thrissur 695957","H.No. 80
Bassi Ganj
Bhimavaram 805006","78
Bhagat Circle, Anantapuram 058223",63,81
22313085,Urishilla Manne,Balhaar Kohli,Ikshita Narain,2002-12-13,Female,apadmanabhan@gmail.com,8266459741,"H.No. 22, Sandal Road
Bijapur 720253","H.No. 62, Borde Road, Burhanpur-395851","290
Radhakrishnan
Rajpur Sonarpur-550813",83,97
22313086,Suhani Dora,Noah Garde,Sara Shankar,2000-05-20,Male,ochaudhuri@gmail.com,7764126069,"H.No. 55
Sodhi Zila, Kulti 599516","H.No. 40
Kar Ganj, Jhansi-532731","H.No. 50, Madan Path
Proddatur-365859",61,78
22313087,Ishaan Char,Rehaan Bhakta,Meghana Kaur,2002-04-16,Male,johalbhavini@gmail.com,7519996282,"H.No. 584
Karnik
Dindigul 038990","33/88
Atwal Ganj
South Dumdum-406778","H.No. 87, Sodhi Path
Secunderabad-415224",85,87
22313088,Thomas Seth,Ishaan Parmar,Edhitha Ramaswamy,2002-04-23,Female,ikarnik@gmail.com,6619366849,"837, Kumar Street
Tumkur 081999","46/33
Aurora Ganj
Karnal 893365","H.No. 03
Nori Nagar, Tenali-271031",80,93
22313089,Bhanumati Ahuja,Aditya Khatri,Advika Mahal,2003-10-19,Male,mvenkatesh@gmail.com,7475173050,"58/51, Anand Ganj, Asansol-783570","77/27
Deshpande Nagar
Thanjavur 590564","34/66
Raja Ganj
Sangli-Miraj & Kupwad-947284",97,90
22313090,Ria Joshi,Chatresh Devan,Kashish Chanda,2003-05-03,Male,chakrabortynathaniel@gmail.com,6226821987,"33, Sandal Ganj
Nagercoil 530753","562
Kanda Marg
Alwar-945072","39/841, Thaman Marg, Ujjain-907391",96,83
22313091,Nicholas Mohan,Aarush Sachar,Janaki Gour,2004-10-18,Female,udarshvora@gmail.com,7853647641,"77
Nadkarni Ganj
Hajipur-707798","101
Samra Zila
Sirsa-660304","H.No. 857
Dhaliwal
Sasaram-224268",70,76
22313092,Samaksh Krish,Fitan Swamy,Oviya Devi,2004-10-10,Female,deepa30@gmail.com,5335903642,"614, Golla Street, Agra-590089","781, Kade Zila, Hindupur-657064","84/504
Manda Zila, Aizawl-819963",82,83
22313093,Rushil Minhas,Rachit More,Watika Choudhry,2005-04-05,Female,pkhare@gmail.com,6629725584,"14/46
Patel Chowk, Phusro 912727","08, Kamdar Circle, Ramagundam-590060","00/65, Shankar Ganj
Bharatpur 913065",79,96
22313094,Udyati Mangal,Laban Sarin,Meera Kale,2004-08-28,Female,aayushdivan@gmail.com,7232844054,"07/014
Narain Road, Fatehpur 069860","65/29, Bali Road
Vijayawada 327216","44/528
Pradhan
Jamnagar 213733",82,97
22313095,Maanas Singh,Oscar Dhar,Dayamai Babu,2002-09-09,Female,watikaissac@gmail.com,4373328585,"76/19, Gupta Road, Amroha-967482","H.No. 75
Bir Ganj
Gopalpur-509867","69/89
Chada Road, Medininagar-665252",93,74
22313096,Naveen Tak,Siddharth Wagle,Leena Sundaram,2001-01-08,Female,tkumar@gmail.com,3394285645,"H.No. 73
Datta Road, Dehri-599713","59/59, Gandhi Road
Phusro-252575","80
Maharaj, Kurnool-825204",83,81
22313097,Omkaar Sandhu,Yuvraj Sharma,Zarna Virk,2000-08-12,Male,pranav58@gmail.com,3928785345,"93
Sahni Chowk
Jabalpur-746825","H.No. 466, Mishra Zila, Agra 755868","35
Kari Marg
Nashik-107615",60,91
22313098,Yuvraj Dhillon,Sarthak Nayar,Amaira Reddy,2004-01-12,Female,vincentbala@gmail.com,5037732723,"70, Kara Circle
Hazaribagh-468526","H.No. 84
Sant Chowk
Begusarai-450515","H.No. 30, Singh, Allahabad-051989",65,65
22313099,Abhimanyu Yadav,Ojas Devi,Reva Pingle,2001-12-11,Male,lmitter@gmail.com,6251531874,"36/92, Srivastava Chowk, Raichur 676534","25/158
Ahluwalia Road, Hindupur-902638","H.No. 075, Mukherjee Road
Davanagere 412983",77,69
22313100,Rachita Pal,Naksh Rajan,Bhavani Banik,2000-10-30,Female,somanhitesh@gmail.com,8642159362,"H.No. 08, Patla
Katni-102669","22/930
Apte Street, Baranagar 720684","026
Upadhyay Marg
Unnao 364313",93,81
22313101,Elijah Bala,Darpan Prasad,Anya Dara,2002-02-23,Male,noripallavi@gmail.com,4929612217,"40/487, Issac
Imphal 946474","H.No. 29, Nagarajan Road
Danapur-811229","H.No. 023
Bassi Marg
Unnao 353267",77,78
22313102,Vedhika Bala,Falan Mannan,Anamika Vala,2002-08-12,Female,xrattan@gmail.com,6004206806,"14/24, Rajagopalan, Jaipur 588829","H.No. 97
Verma Zila, Nellore-973807","H.No. 938, Jayaraman Road, Danapur 608890",65,81
22313103,Anika Bahl,Samar Mane,Leena Agate,2000-03-25,Female,logan25@gmail.com,2772480131,"21/891
Babu
Sikar 514525","H.No. 98, Khosla Nagar
Pali 041035","023, Chad Zila, Giridih-121188",66,86
22313104,Ranveer Zacharia,Anmol Chaudhry,Charita Pandit,2000-04-21,Female,vahluwalia@gmail.com,9185321192,"H.No. 507, Sabharwal Circle, Indore-002885","961, Sarkar Road, Yamunanagar 297576","902, Samra Chowk, Bhagalpur-190979",97,66
22313105,Varenya Kade,Yug Pathak,Aarna Mody,2000-01-25,Male,aishanisavant@gmail.com,1270640591,"27/457, Kulkarni Nagar, Hubli�Dharwad 590057","91/03
Mukhopadhyay Ganj
Dehri 148322","49
Bansal Road, Surat 379175",96,83
22313106,Bahadurjit Sura,Jackson Chahal,Chakrika Basak,2005-01-23,Male,sahotakamala@gmail.com,9535077807,"91
Goda Street
Jaipur-565441","H.No. 915
Chaudry Path
Chennai 856697","403, Madan Ganj
Agartala-715178",67,95
22313107,Deepa Dhawan,Onkar Devan,Diya Sharma,2005-05-11,Male,vyanjanahans@gmail.com,956789109,"28/61
Bhatia Zila, Rampur-344460","89/80
Cherian Marg
Chandigarh 712163","99/647
Basak Zila
Guwahati 946540",64,74
22313108,Ucchal Nori,Caleb Chand,Bhavani Ahuja,2000-06-17,Male,vasudhachatterjee@gmail.com,1300764492,"919, Talwar Marg, Morbi-482092","31, Loke Road, Amritsar 428588","38/28
Mand Road, Gorakhpur 931765",92,96
22313109,Sai Grewal,Farhan Pall,Aadhya Sidhu,2000-09-03,Male,champakmerchant@gmail.com,7079779110,"31
Dugar Street
Madurai 532442","799
Banerjee Circle
Madhyamgram-835657","449, Dasgupta Chowk, Akola 988534",64,96
22313110,Meera Chakrabarti,Luke Mistry,Inaya Johal,2003-10-20,Male,ramaikshita@gmail.com,6219487667,"20, Chawla
Farrukhabad 191698","78/57
Arora Nagar
Buxar-172412","H.No. 036
Verma, Maheshtala-050855",78,77
22313111,Gautam Dass,Henry Sule,Jagrati Seth,2001-01-29,Male,ikbalbhasin@gmail.com,1743892519,"70, Dugar, Etawah-677524","H.No. 02
Swaminathan Chowk, Ahmednagar-119996","53/035, Ganesan Chowk
Sirsa-155455",81,65
22313112,Anika Anand,Arjun Bava,Omya Yadav,2004-06-27,Male,kandarehaan@gmail.com,2402991285,"H.No. 79
Dalal Path, Jabalpur-473205","66/194
Sachdev Ganj
Moradabad 736470","H.No. 971, Babu Ganj
Nadiad-369036",79,62
22313113,Rushil Kunda,Pratyush Dhar,Omisha Setty,2003-04-27,Female,bkhare@gmail.com,8918543207,"H.No. 146
Sankaran Road
Bhiwandi-191567","913, Bandi Nagar
Chinsurah-899783","H.No. 11
Parsa Nagar, Jabalpur 836166",61,75
22313114,Varsha Divan,Bahadurjit Madan,Bhavika Kari,1999-09-14,Female,chandreshsrivastava@gmail.com,3445449057,"75/674
Atwal Road
Jabalpur-352229","22/126, Ramanathan Nagar, Raichur-705441","H.No. 97
Srivastava Zila
Mahbubnagar 830111",87,64
22313115,Ronith Jhaveri,Vihaan Grewal,Vinaya Date,2001-06-04,Female,eshana61@gmail.com,7022405530,"H.No. 256, Magar
Kolkata-903654","H.No. 49
Ahluwalia Road
Bhiwandi-747394","88/59, Shanker, Bhavnagar-425691",80,73
22313116,Upadhriti Ramachandran,Pranit Toor,Jyoti Jhaveri,2000-07-06,Male,kadakiaaditya@gmail.com,7772916166,"H.No. 786
Pai Path, Sonipat-425847","07/88
Munshi Zila
Panchkula-363840","67/151, Kapoor Circle
Maheshtala 959837",61,60
22313117,Robert Buch,Daniel Chawla,Osha Nayak,2003-03-12,Female,saxenarehaan@gmail.com,4510669987,"16/00, Magar Street, Hapur-651314","04/13
Dhingra Path
Ambala-622239","79/93, Gala Street
Uluberia-285208",90,82
22313118,Chaitaly Choudhury,Kabir Krishna,Advika Thakur,2005-01-21,Female,onkar53@gmail.com,5728119432,"926, Murty Zila, Deoghar 708263","H.No. 36
Sastry
Kochi 094661","96, Kapadia Circle
Malda 621266",95,68
22313119,Charvi Sama,Agastya Iyer,Anika Kamdar,2004-05-28,Male,agoyal@gmail.com,5321733784,"H.No. 085
Shanker Zila, Kozhikode-006439","H.No. 97, Mital Path, South Dumdum-663432","871
Bhatt
Jamalpur-775900",78,86
22313120,Aashi Venkatesh,Imaran Wali,Mitali Muni,2002-01-20,Female,aryaadvay@gmail.com,5681890460,"03
Chahal Ganj
Saharsa 335841","76/987, Ravi Zila
Tinsukia-735585","28/24
Sastry Street, Mangalore-106715",68,61
22313121,Nathan Bajwa,Arjun Murty,Wishi Kumar,2004-01-24,Female,pmittal@gmail.com,3597751915,"H.No. 509, Ahuja Circle, Bidhannagar 081958","394
Chad Path, Mahbubnagar 812588","H.No. 35
Bhavsar, Etawah-731791",91,74
22313122,Christopher Nagar,Neel Naidu,Kritika Nazareth,2004-04-28,Female,madhavi06@gmail.com,9712614819,"H.No. 60
Pall Chowk, Mahbubnagar 054909","H.No. 03, Dara Marg, Navi Mumbai 136786","H.No. 684, Gola Road, Dewas 430024",90,70
22313123,Ekta Dash,Nihal Chacko,Pooja Dave,2005-04-18,Female,nom@gmail.com,4526635598,"H.No. 397
Mahajan Street
Nandyal-645024","H.No. 634
Atwal Road, Chapra-678737","H.No. 439
Thakur Road, Maheshtala-804379",96,86
22313124,Bachittar Raghavan,Henry Kakar,Anvi Ramaswamy,2003-03-13,Female,yashawini28@gmail.com,3541507629,"10/91, Rama Path
Dharmavaram 670805","62, Mohanty
Malda 199715","56, Mand Ganj
Berhampore-470756",69,79
22313125,Nidra Chada,Jeet Rastogi,Rachana Mitra,2000-10-11,Male,laggarwal@gmail.com,7754033574,"H.No. 854, Ganesan Street, Guwahati-894838","H.No. 10, Lad Chowk, Gandhidham 349977","H.No. 942, Sood Chowk, Miryalaguda-834811",73,79
22313126,Gaurav Keer,Kevin Mall,Vrinda Devan,2003-06-26,Female,lekha40@gmail.com,2986224581,"H.No. 06, Prabhakar Path
Bihar Sharif-742746","067
Madan Ganj, Berhampur-537474","16/613, Bhatia Road, Mehsana 673382",61,84
22313127,Siddharth Wadhwa,Qabil Thaker,Osha Subramanian,2003-03-27,Female,mannaayush@gmail.com,5085754429,"27/76, Sarin Path, Haridwar 167120","705, Nagar Circle, Bokaro-007328","258, Rege Chowk, Delhi 097510",66,73
22313128,Arin Mohanty,Logan Arora,Mohini Tank,1999-09-08,Female,dashnachiket@gmail.com,7233397190,"H.No. 07
Varkey Chowk
Ranchi 134747","54, Kulkarni Zila
Nagaon-734272","781, Varghese Chowk, Khora -236140",62,78
22313129,Siddharth Krish,Abhimanyu Sinha,Odika Singh,2000-07-13,Female,chatreshmittal@gmail.com,3507952483,"93/14, Wagle, Berhampur 329830","40/45
Dhar Zila, Amroha 879421","68/453
Tiwari Ganj
Khora  434567",62,69
22313130,Neel Pal,Manan Chaudhuri,Vasatika Doctor,2000-02-08,Female,zperi@gmail.com,1039133630,"65
Mody Ganj, Raipur-881273","28
Naik Marg, North Dumdum-653194","H.No. 543, Venkatesh Ganj, Giridih 524238",96,83
22313131,Netra Khalsa,Sarthak Jayaraman,Kamala Nagi,2003-06-25,Male,rudravenkatesh@gmail.com,1125653477,"36/40, Sidhu Road, Kochi-432734","12/17
Sharma Chowk, Delhi 804898","H.No. 09, Dutt Marg, Gandhidham 397342",72,63
22313132,Anay Kibe,Farhan Mahal,Yashvi Nadig,2000-08-27,Male,aahanapandya@gmail.com,5457489597,"H.No. 17
Tank Chowk, Satara-561304","36/14, Korpal Street
Ozhukarai 002799","56/147
Bhardwaj Marg
New Delhi 264236",62,94
22313133,Sarthak Ravel,George Barman,Yutika Manne,2005-02-16,Female,chandvasatika@gmail.com,3046089580,"39/392
Agarwal Path, Faridabad 396630","26/681, Sharaf Zila
Ratlam-384534","H.No. 016, Sundaram Ganj, Kurnool-541674",96,95
22313134,Aayush Chacko,Dhruv Shankar,Sudiksha Suresh,2001-01-24,Female,pandeyavi@gmail.com,1349718256,"79/53, Rattan
Dhule 973502","H.No. 81, Basak Nagar
Anantapuram-933960","495, Chacko Road, Sangli-Miraj & Kupwad-867653",93,67
22313135,Aradhana Barad,Dakshesh Pillay,Warda Krish,2003-08-07,Female,ekiya41@gmail.com,8001605738,"H.No. 976
Jaggi Ganj, Sambalpur 740255","82
Chhabra Street, Khora  090900","48/01, Banik Road
Patiala-492877",74,73
22313136,Wakeeta Narain,Elijah Suresh,Nirja Magar,2002-02-12,Female,bhanumatijha@gmail.com,7276021869,"47, Majumdar Path
Rajahmundry 391933","90
Kumer Marg, Yamunanagar 291650","H.No. 89
Bala Zila
Jamalpur-585851",85,65
22313137,Kalpit Dayal,Laban Nigam,Anusha Merchant,2002-07-17,Male,varughesebrinda@gmail.com,5039270566,"H.No. 660, Divan Ganj
Kakinada 589814","15/731, Karnik, Tenali-544245","H.No. 54
Kalita Circle
Muzaffarnagar 326094",79,74
22313138,Lekha Palan,Praneel Prashad,Siya Sehgal,2002-02-22,Male,grovercharvi@gmail.com,2882093846,"96/29, Ranganathan
Nangloi Jat 561964","19/71
Taneja Nagar, Cuttack-853251","39/27
Peri Path, Bhavnagar 299398",60,71
22313139,Ekalinga Mitra,Ethan Swaminathan,Janani Tiwari,2003-04-19,Male,sborde@gmail.com,9853867663,"92/197
Thaman Nagar
Ichalkaranji 469432","798, Ramesh Circle, Purnia-887811","77
Kata Road
Amritsar-857451",83,74
22313140,Aashi Jain,Om Johal,Forum Kumer,2002-02-21,Female,balancharan@gmail.com,6845704388,"94/07
Kota Path, Kharagpur-239011","164, Grover Chowk, Aligarh-757507","H.No. 062, Bhattacharyya Ganj
Nanded-753953",62,60
22313141,Balhaar Sarna,Jacob Narain,Arya Zacharia,2005-03-10,Female,krishnarout@gmail.com,7620515918,"57/959
Baral Street
Satara 527844","80
Mander Circle, Ghaziabad 016859","05/008
Varma Ganj
Hajipur 937602",84,72
22313142,Amrita Kant,Lakshit Bakshi,Chanchal Batta,2004-06-25,Male,mohini34@gmail.com,9276128316,"10/84, Buch Circle
Raiganj 351760","H.No. 61
Rout Zila
Aligarh-421600","H.No. 87, Saraf Marg, Gopalpur-271161",72,82
22313143,Leela Singhal,Teerth Ganesan,Unni Balay,2003-11-17,Female,lallakevin@gmail.com,1770747628,"H.No. 903
Chakraborty, Tenali-762938","77/299, Mand Ganj, Berhampore 727940","60/527
Barman Ganj, Udaipur 388823",87,77
22313144,Harish Goswami,Benjamin Kaur,Suhani Kurian,2000-12-10,Female,varghesemeera@gmail.com,8315652074,"16
Mitter Street, Ahmednagar-353459","22, Ganguly Marg
Panvel-017829","56/941, Gokhale Road, Berhampore 676854",76,85
22313145,Yatan Ray,Naveen Pillay,Kritika Subramaniam,2004-05-15,Male,nigamgunbir@gmail.com,4869563267,"14/51, Bath Chowk, Panchkula 253595","81/57
Shetty Ganj, Thanjavur 774821","H.No. 395
Ramakrishnan Path, Sangli-Miraj & Kupwad-736449",71,93
22313146,Aishani Chadha,Hredhaan Puri,Yauvani Nagi,2004-02-16,Female,nkanda@gmail.com,7407452276,"79/565, Magar Circle, Naihati-552788","553, Mitra Road, Bihar Sharif-987718","04/551, Vaidya
Ujjain-686653",94,77
22313147,Mitali Nadig,Upkaar Gade,Edhitha Toor,2000-11-28,Female,gayathri20@gmail.com,7787255161,"82/25
Bhattacharyya Marg, Raichur 803364","674, Mukhopadhyay, Aizawl-354676","009
Raval Zila
Mangalore-785982",83,74
22313148,Ekavir Gole,Mohammed Wable,Advika Chakraborty,2000-12-19,Female,aishanidua@gmail.com,3896322335,"24/552
Rao Chowk, Chinsurah-116826","H.No. 615, Swaminathan Circle
Suryapet-202329","H.No. 30, Bumb Nagar, Nizamabad-881588",70,93
22313149,Chandani Sura,Joshua Kari,Lila Mangal,2000-11-13,Female,wnatarajan@gmail.com,4838946767,"29/30
Dixit Circle
Pudukkottai-880135","H.No. 88, Mandal Path
Mau 988713","18/98
Batta Marg
Anantapur 963423",61,90
22313150,Arunima Raman,Luke Seshadri,Isha Wason,1999-09-21,Female,ekarajmall@gmail.com,7992854790,"H.No. 59
Palla Circle, Raichur 505825","46, Khosla Circle, Korba-793032","H.No. 40
Bhatnagar Road
Phagwara 004248",83,97
22315001,Ojas Desai,Jeremiah Kannan,Ishani Nadig,2000-11-12,Female,eratta@gmail.com,6055061957,"73/312
Solanki Path
Mango-657300","36, Saxena Street
Ambala 813226","97/05
Narayanan Nagar
Shahjahanpur 581485",80,65
22315002,Falak Ahuja,Luke Kara,Anya Nigam,2000-06-18,Female,bachittarbath@gmail.com,9589092570,"H.No. 27
Seshadri, Bhind-159155","H.No. 58, Pandya Zila
Thanjavur 634377","H.No. 915, Doshi Chowk, Lucknow 387034",82,78
22315003,Aashi Khanna,Aayush Shanker,Divya Shan,2002-09-28,Female,dasalexander@gmail.com,4496226137,"882, Guha Circle
Ongole 527308","23
Dani Path
Allahabad-834237","610, Majumdar Road, Malegaon 160594",67,63
22315004,Frado Dar,Gaurav Manne,Unnati Puri,2004-11-18,Female,yochana33@gmail.com,9678853556,"H.No. 37
Sama Path, Bilaspur 400894","H.No. 603, Dewan Ganj
Sikar 997647","H.No. 64
Borde
Bareilly-074831",60,89
22315005,Vedika Jha,Fitan Sura,Falguni Saini,2001-05-10,Female,msheth@gmail.com,9053519441,"H.No. 14
Mitra Ganj, Ghaziabad-734009","H.No. 676
Samra Street
Thoothukudi-776638","38/04
Shanker Marg
Coimbatore-521408",90,84
22315006,Hiral Nadig,Yatan Saha,Adweta Issac,2005-06-25,Male,singhekaja@gmail.com,2487968003,"862, More Zila
Hindupur 055136","350, Bakshi Marg, Pimpri-Chinchwad-666961","H.No. 002, Tailor Path
Aligarh-788036",83,70
22315007,Amara Lad,Qasim Puri,Suhani Prabhakar,2002-10-12,Female,lopamaster@gmail.com,6872709038,"H.No. 02, Madan Street
Singrauli 017869","52/532, Rout Chowk
Rajahmundry-847422","H.No. 964
Sachdeva Marg
Surat 408607",61,83
22315008,Omisha Guha,Dakshesh Majumdar,Arunima Karpe,2000-12-24,Male,mkunda@gmail.com,9575427309,"29
Biswas Road, Kanpur-319815","73
Lad Path
Bhubaneswar-697423","106
Hayer Path
Burhanpur-402006",71,97
22315009,Yoshita Wason,Aayush Batta,Jasmit Hegde,2001-03-25,Female,xbassi@gmail.com,1165694103,"525, Sankaran Path
Thoothukudi-922621","27
Khare Marg, Morbi 624457","14
Savant Ganj, Noida-279506",71,68
22315010,Abdul Baral,William Kapur,Indira Rout,2005-06-20,Female,semnachiket@gmail.com,6053910129,"22/891
Kalla Circle
Lucknow-874599","46, Zachariah Chowk
Gwalior 500997","356, Gade Nagar, Baranagar-445681",72,89
22315011,Amol Aurora,Ekbal Naidu,Hamsini Issac,2001-04-10,Male,kgopal@gmail.com,9943676018,"H.No. 611
Amble Ganj, Rajahmundry 855737","13, Dayal Path
Bidhannagar-477206","H.No. 059, Sabharwal Ganj
Mehsana 291501",77,94
